Time (s),Vessel Temp (C),Vessel Pressure (barG)
2.384185791015625e-07,25.3125,6.243696732954545
2.0000016689300537,25.35,6.2485937499999995
4.000002861022949,25.35,6.2387997159090895
6.000004291534424,25.387500000000003,6.2387997159090895
8.000005006790161,25.425000000000004,6.2485937499999995
10.000005960464478,25.425000000000004,6.2485937499999995
12.000006437301636,25.5,6.233902698863635
14.000012159347534,25.5375,6.243696732954545
16.000012636184692,25.4625,5.802965198863637
18.000013828277588,25.4625,4.755003551136366
20.000014305114746,25.5,6.0380220170454555
22.000015258789062,25.612499999999997,6.028227982954546
24.00001621246338,25.65,6.023330965909091
26.000016927719116,25.6875,6.0380220170454555
28.000017642974854,25.6875,13.334577414772726
30.00001883506775,25.6875,22.585042613636368
32.000019550323486,25.6875,27.207826704545454
34.0000205039978,25.6875,30.865898437500004
36.00002121925354,25.65,32.77083806818182
38.000022411346436,25.6875,33.95591619318182
40.00002312660217,25.724999999999998,33.990195312500006
42.00002360343933,25.6875,34.00488636363636
44.00002431869507,25.6875,34.03426846590909
46.000025272369385,25.724999999999998,34.06854758522727
48.00002646446228,25.8,34.07834161931819
50.0000274181366,25.837500000000002,34.10282670454546
52.00002861022949,25.837500000000002,34.11262073863637
54.00002932548523,25.874999999999996,34.122414772727275
56.00003004074097,25.837500000000002,34.142002840909086
58.00003099441528,25.912499999999998,34.146899857954544
60.00003123283386,25.912499999999998,34.16159090909091
62.0000319480896,25.912499999999998,34.15669389204545
64.00003290176392,25.912499999999998,34.17138494318182
66.0000331401825,25.9875,34.17628196022727
68.00003385543823,25.9875,34.21056107954546
70.00003480911255,26.0625,34.225252130681824
72.00003576278687,26.0625,34.23504616477273
74.00003623962402,26.025,34.24484019886364
76.00003695487976,26.1,34.26932528409091
78.0000376701355,26.137500000000003,34.25953125
80.00003838539124,26.174999999999997,34.28891335227273
82.00003862380981,26.1,34.28891335227273
84.00003981590271,26.137500000000003,34.30360440340908
86.00004053115845,26.137500000000003,34.32319247159091
88.00004124641418,26.174999999999997,34.318295454545456
90.00004172325134,26.25,34.318295454545456
92.00004243850708,26.2875,34.337883522727275
94.00004315376282,26.3625,34.35257457386364
96.00004386901855,26.3625,34.35257457386364
98.00004458427429,26.437500000000004,34.37705965909091
100.00004506111145,26.437500000000004,34.39175071022728
102.00004601478577,26.437500000000004,34.421132812500005
104.0000467300415,26.474999999999998,34.435823863636365
106.00004768371582,26.474999999999998,34.43092684659091
108.00004839897156,26.437500000000004,34.445617897727274
110.00004887580872,26.437500000000004,34.450514914772725
112.00004982948303,26.3625,34.460308948863634
114.00005054473877,26.437500000000004,34.47989701704545
116.00005149841309,26.55,34.475
118.0000524520874,26.587500000000002,34.48479403409091
120.0000536441803,26.624999999999996,34.49948508522727
122.00005412101746,26.624999999999996,34.49458806818182
124.0000548362732,26.624999999999996,34.49948508522727
126.00005531311035,26.662499999999998,34.48479403409091
128.00005626678467,26.7375,34.47989701704545
130.00005722045898,26.8125,34.475
132.00005745887756,26.924999999999997,34.475
134.00005865097046,26.887500000000003,34.47989701704545
136.0000593662262,26.8125,34.49458806818182
138.0000605583191,26.8125,34.48969105113636
140.00006127357483,26.85,34.49458806818182
142.00006222724915,26.887500000000003,34.47989701704545
144.00006341934204,26.9625,34.50438210227273
146.00006413459778,27.0,34.50438210227273
148.0000650882721,27.075,34.48969105113636
150.00006580352783,27.1125,34.49458806818182
152.00006675720215,27.187500000000004,34.49458806818182
154.00006771087646,27.150000000000002,34.50438210227273
156.00006818771362,27.224999999999998,34.49948508522727
158.00006914138794,27.224999999999998,34.50438210227273
160.00006985664368,27.224999999999998,34.50438210227273
162.000070810318,27.2625,34.50927911931819
164.0000717639923,27.375,34.50927911931819
166.00007271766663,27.450000000000003,34.519073153409096
168.00007367134094,27.5625,34.52397017045455
170.00007462501526,27.6375,34.528867187500005
172.000075340271,27.750000000000004,34.52397017045455
174.00007581710815,27.8625,34.52397017045455
176.0000762939453,27.974999999999998,34.53376420454545
178.00007677078247,28.0875,34.53376420454545
180.0000777244568,28.200000000000003,34.52397017045455
182.00007843971252,28.3125,34.528867187500005
