Time (s),Vessel Temp (C),Vessel Pressure (barG)
256.0001263618469,27.825,28.39780184659091
258.00012731552124,27.825,20.689897017045453
260.000128030777,27.787499999999998,14.808579545454547
262.0001287460327,27.750000000000004,9.808725142045452
264.00012946128845,27.787499999999998,9.563874289772727
266.00013041496277,27.750000000000004,9.558977272727272
268.0001311302185,27.750000000000004,9.563874289772727
270.0001320838928,27.825,9.54428622159091
272.00013279914856,27.787499999999998,9.54428622159091
274.00013399124146,27.750000000000004,9.52469815340909
276.0001347064972,27.825,9.52469815340909
