timestamp,mass_flow_gps,volumetric_flow_slpm,fc_power_kw,fc_voltage_v,fc_current_a
1759956586.96041,-0.00014,-0.03,0.0,0.0,0.0
1759956592.4640043,-0.00014,-0.03,0.0,0.0,0.0
1759956599.4965973,-0.00014,-0.03,0.0,0.0,0.0
1759956605.0011067,-0.00014,-0.03,0.0,0.0,0.0
1759956610.5049248,-0.00014,-0.03,0.0,0.0,0.0
1759956616.0097246,-0.00014,-0.03,0.0,0.0,0.0
1759956621.5144155,-0.00014,-0.03,0.0,0.0,0.0
1759956627.0189798,-0.00014,-0.03,0.0,0.0,0.0
1759956632.5239403,-0.00014,-0.03,0.0,0.0,0.0
1759956638.0287156,-0.00014,-0.03,0.0,0.0,0.0
1759956643.5337324,-0.00014,-0.03,0.0,0.0,0.0
1759956649.0386252,-0.00014,-0.03,0.0,0.0,0.0
1759956654.5439265,-0.00014,-0.03,0.0,0.0,0.0
1759956735.810902,-0.00015,-0.04,0.0,0.0,0.0
1759956743.7833076,-0.00015,-0.04,0.0,0.0,0.0
1759956749.2875996,-0.00015,-0.04,0.0,0.0,0.0
1759956754.7913086,-0.00015,-0.04,0.0,0.0,0.0
1759956760.2953184,-0.00015,-0.04,0.0,0.0,0.0
1759956765.799745,-0.00015,-0.04,0.0,0.0,0.0
1759956771.304372,-0.00015,-0.04,0.0,0.0,0.0
1759956776.810371,-0.00015,-0.04,0.0,0.0,0.0
1759956782.3151174,-0.00016,-0.04,0.0,0.0,0.0
1759956787.8205173,-0.00015,-0.04,0.0,0.0,0.0
1759956793.3252144,-0.00015,-0.04,0.0,45.1,0.0
1759956798.8297408,-0.00015,-0.04,0.0,44.400000000000006,0.0
1759956804.3347254,-0.00015,-0.04,3.1,48.2,64.31535269709543
1759956809.8396354,-0.00015,-0.04,3.7,49.0,75.51020408163265
1759956815.3446646,-0.00015,-0.04,4.1000000000000005,49.900000000000006,82.16432865731464
1759956820.8487484,-0.00015,-0.04,4.7,50.900000000000006,92.33791748526522
1759956826.3534586,-0.00015,-0.04,5.1000000000000005,51.7,98.64603481624759
1759956831.8584533,-0.00015,-0.04,5.4,49.0,110.20408163265306
1759956837.363483,-0.00015,-0.04,5.4,48.800000000000004,110.65573770491802
1759956842.8678582,-0.00015,-0.04,5.4,48.6,111.11111111111111
1759956848.3717952,-0.00015,-0.04,5.300000000000001,48.5,109.27835051546394
1759956853.8760698,-1.0,-1.0,5.300000000000001,48.5,109.27835051546394
1759956859.381669,0.07271,19.14,5.300000000000001,48.300000000000004,109.73084886128365
1759956864.8865736,0.07278,19.17,5.300000000000001,48.2,109.9585062240664
1759956870.3903959,0.07274,19.14,5.4,48.300000000000004,111.80124223602483
1759956875.8950827,0.07285,19.2,5.4,48.2,112.03319502074689
1759956881.400212,0.07275,19.16,5.4,48.2,112.03319502074689
1759956886.9060192,0.0728,19.18,5.4,48.2,112.03319502074689
1759956892.410256,0.16828,119.12,5.4,48.1,112.26611226611226
1759956897.92066,0.17552,127.82,5.4,48.1,112.26611226611226
1759956903.425512,0.17567,127.99,5.4,48.1,112.26611226611226
1759956908.9366558,0.15329,81.8,5.4,48.1,112.26611226611226
1759956914.4406145,0.07285,19.87,5.4,48.1,112.26611226611226
1759956919.944582,0.07301,19.05,5.4,48.1,112.26611226611226
1759956925.448967,0.07369,19.29,5.4,48.2,112.03319502074689
1759956930.9529147,0.07286,18.93,5.4,48.1,112.26611226611226
1759956936.457012,0.07274,18.88,5.4,48.0,112.5
1759956941.9608727,0.07268,18.87,5.4,48.0,112.5
1759956947.464676,0.07267,18.87,5.4,48.0,112.5
1759956952.9686832,0.0727,18.89,5.4,48.0,112.5
1759956958.4724529,-1.0,-1.0,5.4,48.0,112.5
1759956963.9760828,0.07475,19.78,5.4,48.0,112.5
1759956969.4800615,0.07472,19.77,5.4,48.0,112.5
1759956974.9909534,0.07474,19.78,5.4,47.900000000000006,112.73486430062628
1759956980.4954069,0.07477,19.8,5.4,48.0,112.5
1759956986.0006602,0.07478,19.81,5.4,48.0,112.5
1759956991.5053527,0.07479,19.82,5.4,47.900000000000006,112.73486430062628
1759956997.0100288,0.07479,19.82,5.4,48.0,112.5
1759957002.5144029,0.07435,19.68,5.4,48.0,112.5
1759957008.0196629,0.07446,19.67,5.4,47.900000000000006,112.73486430062628
1759957013.523561,0.07549,20.08,5.4,47.900000000000006,112.73486430062628
1759957019.0298345,0.0749,19.91,5.4,47.900000000000006,112.73486430062628
1759957024.5339615,0.0742,19.62,5.4,47.800000000000004,112.97071129707112
1759957030.039344,0.07474,19.78,5.4,47.900000000000006,112.73486430062628
1759957035.5433788,0.07514,19.98,5.4,47.900000000000006,112.73486430062628
1759957041.0475547,0.07457,19.75,5.4,47.900000000000006,112.73486430062628
1759957046.5516016,0.07477,19.84,5.4,47.800000000000004,112.97071129707112
1759957052.0554485,0.0748,19.85,5.4,47.900000000000006,112.73486430062628
1759957057.5597844,0.07478,19.86,5.4,47.900000000000006,112.73486430062628
1759957063.0636744,0.07492,19.91,5.4,47.900000000000006,112.73486430062628
1759957068.5674539,-1.0,-1.0,5.4,47.900000000000006,112.73486430062628
1759957074.0787401,0.07466,19.94,5.4,47.800000000000004,112.97071129707112
1759957079.5826774,0.07466,19.94,5.4,47.900000000000006,112.73486430062628
1759957085.086704,0.07467,19.95,5.4,47.800000000000004,112.97071129707112
1759957090.5953245,0.07467,19.95,5.4,47.800000000000004,112.97071129707112
1759957096.0992544,0.07465,19.95,5.4,47.800000000000004,112.97071129707112
1759957101.603373,0.07466,19.95,5.4,47.7,113.20754716981132
1759957107.1075242,0.07467,19.95,5.4,47.7,113.20754716981132
1759957112.6114805,0.0747,19.96,5.4,47.7,113.20754716981132
1759957118.115502,0.07468,19.96,5.4,47.800000000000004,112.97071129707112
1759957123.619305,0.07461,19.94,5.4,47.7,113.20754716981132
1759957129.1232436,0.07472,19.98,5.4,47.800000000000004,112.97071129707112
1759957134.627342,0.07491,20.04,5.4,47.7,113.20754716981132
1759957140.1315935,0.13527,77.86,5.4,47.800000000000004,112.97071129707112
1759957145.6357965,0.1714,90.84,5.4,47.7,113.20754716981132
1759957151.1397312,0.17014,85.91,5.4,47.800000000000004,112.97071129707112
1759957156.6434424,0.16434,84.57,5.4,47.7,113.20754716981132
1759957162.1474233,0.10289,39.1,5.4,47.7,113.20754716981132
1759957167.651478,0.07359,19.54,5.4,47.7,113.20754716981132
1759957173.1550236,-1.0,-1.0,5.300000000000001,47.7,111.11111111111113
1759957178.6590128,0.07499,19.85,5.4,47.800000000000004,112.97071129707112
1759957184.163143,0.07484,20.0,5.4,47.7,113.20754716981132
1759957189.6670337,0.07485,20.01,5.4,47.7,113.20754716981132
1759957195.1708155,0.07484,20.01,5.4,47.800000000000004,112.97071129707112
1759957200.6746032,0.07485,20.02,5.4,47.7,113.20754716981132
1759957206.1789525,0.07491,20.04,5.4,47.800000000000004,112.97071129707112
1759957211.6827803,0.07486,20.03,5.4,47.900000000000006,112.73486430062628
