timestamp,mass_flow_gps,volumetric_flow_slpm,fc_power_kw,fc_voltage_v,fc_current_a
1760563308.0207834,-0.00014,-0.06,0.0,0.0,0.0
1760563313.525138,-0.00014,-0.06,0.0,0.0,0.0
1760563319.0294478,-0.00014,-0.06,0.0,0.0,0.0
1760563324.5547085,-0.00014,-0.06,0.0,0.0,0.0
1760563330.0609357,-0.00014,-0.06,0.0,0.0,0.0
1760563335.564742,-0.00014,-0.06,0.0,0.0,0.0
1760563341.0747046,-0.00014,-0.06,0.0,0.0,0.0
1760563346.5779223,-0.00014,-0.06,0.0,0.0,0.0
1760563352.0838578,-0.00014,-0.06,0.0,0.0,0.0
1760563357.5875347,-0.00014,-0.06,0.0,0.0,0.0
1760563363.0945458,-0.00014,-0.06,0.0,0.0,0.0
1760563368.59818,-0.00014,-0.06,0.0,0.0,0.0
1760563374.102098,-0.00014,-0.06,0.0,0.0,0.0
1760563379.6063895,-0.00014,-0.06,0.0,0.0,0.0
1760563385.110206,-0.00014,-0.06,0.0,0.0,0.0
1760563390.6153963,-0.00014,-0.06,0.0,0.0,0.0
1760563396.1237166,-0.00014,-0.06,0.0,0.0,0.0
1760563401.6302207,-0.00014,-0.06,0.0,0.0,0.0
1760563407.1415935,-0.00014,-0.06,0.0,0.0,0.0
1760563412.6462743,-0.00014,-0.06,0.0,0.0,0.0
1760563418.1498559,-0.00014,-0.06,0.0,0.0,0.0
1760563423.6566408,-1.0,-1.0,0.0,0.0,0.0
1760563429.160508,-0.00023,-0.06,0.0,0.0,0.0
1760563434.665165,-0.00023,-0.06,0.0,0.0,0.0
1760563440.1689067,-0.00023,-0.06,0.0,0.0,0.0
1760563445.6765099,-0.00024,-0.06,0.0,0.0,0.0
1760563451.1806629,-0.00024,-0.06,0.0,0.0,0.0
1760563456.687567,-0.00023,-0.06,0.0,0.0,0.0
1760563462.1932206,-0.00023,-0.06,0.0,0.0,0.0
1760563467.6989555,-0.00023,-0.06,0.0,0.0,0.0
1760563473.2030632,-0.00023,-0.06,0.0,0.0,0.0
1760563478.7070465,-0.00024,-0.06,0.0,0.0,0.0
1760563484.2121367,-0.00023,-0.06,0.0,0.0,0.0
1760563489.7160869,-0.00023,-0.06,0.0,0.0,0.0
1760563495.2202363,-0.00024,-0.06,0.0,0.0,0.0
1760563500.723209,-0.00024,-0.06,0.0,0.0,0.0
1760563506.233914,-0.00024,-0.06,0.0,0.0,0.0
1760563511.7384546,-0.00024,-0.06,0.0,0.0,0.0
1760563517.2424893,-0.00024,-0.06,0.0,0.0,0.0
1760563522.745673,-0.00024,-0.06,0.0,0.0,0.0
1760563528.2503014,-0.00024,-0.06,0.0,0.0,0.0
1760563533.7545664,-1.0,-1.0,0.0,0.0,0.0
1760563539.2610128,-0.00018,-0.06,0.0,0.0,0.0
1760563544.7642596,-0.00018,-0.06,0.0,0.0,0.0
1760563550.2675016,-0.00018,-0.06,0.0,0.0,0.0
1760563555.77231,-0.00018,-0.06,0.0,0.0,0.0
1760563561.275843,-0.00018,-0.06,0.0,0.0,0.0
1760563566.7812219,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563572.2849286,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563577.7887952,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563583.2923322,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563588.7961228,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563594.300556,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563599.8052294,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563605.3090067,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563610.8124294,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563616.3169024,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563621.8232737,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563627.3274417,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563632.8317997,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563638.335766,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563643.8408217,-1.0,-1.0,0.0,43.900000000000006,0.0
1760563649.344731,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563654.8486686,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563660.3539464,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563665.8591583,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563671.3627257,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563676.8685625,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563682.3720236,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563687.8784974,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563693.3830311,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563698.888923,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563704.3936245,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563709.8980198,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563715.4037097,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563720.90789,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563726.411613,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563731.915609,-0.00018,-0.06,0.0,43.900000000000006,0.0
1760563737.4195566,-0.00019,-0.06,0.0,43.900000000000006,0.0
1760563742.9233944,-0.00019,-0.06,0.0,0.0,0.0
1760563748.4273822,-0.00018,-0.06,0.0,0.0,0.0
1760563753.931203,-0.00018,-0.06,0.0,0.0,0.0
1760563759.4356678,-0.00019,-0.06,0.0,0.0,0.0
1760563764.9393725,-0.00018,-0.06,0.0,0.0,0.0
1760563770.4432557,-0.00018,-0.06,0.0,0.0,0.0
1760563775.9476829,-0.00018,-0.06,0.0,0.0,0.0
1760563781.451859,-0.00019,-0.06,0.0,0.0,0.0
1760563786.9553313,-0.00019,-0.06,0.0,0.0,0.0
1760563792.4587786,-0.00019,-0.06,0.0,0.0,0.0
1760563797.9625542,-0.00018,-0.06,0.0,0.0,0.0
1760563803.4661126,-0.00018,-0.06,0.0,0.0,0.0
1760563808.9699035,-0.00019,-0.06,0.0,0.0,0.0
1760563814.4736848,-0.00019,-0.06,0.0,0.0,0.0
1760563819.9792166,-0.00018,-0.06,0.0,0.0,0.0
1760563825.4829085,-0.00019,-0.06,0.0,0.0,0.0
1760563830.9908934,-0.00019,-0.06,0.0,0.0,0.0
1760563836.4941523,-0.00019,-0.06,0.0,0.0,0.0
1760563841.9982429,-0.00019,-0.06,0.0,0.0,0.0
1760563847.5016377,-0.00019,-0.06,0.0,0.0,0.0
1760563853.005074,-0.00019,-0.06,0.0,0.0,0.0
1760563858.5089772,-1.0,-1.0,0.0,0.0,0.0
1760563864.0126297,-0.00018,-0.06,0.0,0.0,0.0
1760563869.51901,-0.00018,-0.06,0.0,0.0,0.0
1760563875.0233402,-0.00018,-0.05,0.0,0.0,0.0
1760563880.5279121,-0.00018,-0.05,0.0,0.0,0.0
1760563886.0348167,-0.00018,-0.05,0.0,0.0,0.0
1760563891.538709,-0.00018,-0.05,0.0,0.0,0.0
1760563897.043295,-0.00018,-0.06,0.0,0.0,0.0
1760563902.5468524,-0.00018,-0.05,0.0,0.0,0.0
1760563908.0511997,-0.00018,-0.05,0.0,0.0,0.0
1760563913.554703,-0.00018,-0.05,0.0,0.0,0.0
1760563919.058858,-0.00018,-0.05,0.0,0.0,0.0
1760563924.563386,-0.00018,-0.05,0.0,0.0,0.0
1760563930.069039,-0.00018,-0.06,0.0,0.0,0.0
1760563935.575815,-0.00018,-0.05,0.0,0.0,0.0
1760563941.0802796,-0.00018,-0.05,0.0,0.0,0.0
1760563946.5848978,-0.00018,-0.05,0.0,0.0,0.0
1760563952.0892813,-0.00018,-0.05,0.0,0.0,0.0
1760563957.5954337,-0.00018,-0.05,0.0,0.0,0.0
1760563963.0993276,-0.00018,-0.05,0.0,0.0,0.0
1760563968.603025,-1.0,-1.0,0.0,0.0,0.0
1760563974.106562,-1.0,-1.0,0.0,0.0,0.0
1760563979.6105072,-0.00018,-0.06,0.0,0.0,0.0
1760563985.1142237,-0.00018,-0.05,0.0,0.0,0.0
1760563990.6200733,-0.00018,-0.05,0.0,0.0,0.0
1760563996.1246686,-0.00018,-0.06,0.0,0.0,0.0
1760564001.6280885,-0.00018,-0.06,0.0,0.0,0.0
1760564007.1377232,-0.00018,-0.06,0.0,0.0,0.0
1760564012.6661046,-0.00018,-0.06,0.0,0.0,0.0
1760564018.1799946,-0.00018,-0.06,0.0,0.0,0.0
1760564023.685183,-0.00018,-0.06,0.0,0.0,0.0
1760564029.1923773,-0.00018,-0.06,0.0,0.0,0.0
1760564034.696147,-0.00018,-0.06,0.0,0.0,0.0
1760564040.2010698,-0.00018,-0.06,0.0,0.0,0.0
1760564045.7053537,-0.00018,-0.06,0.0,0.0,0.0
1760564051.2096786,-0.00018,-0.06,0.0,0.0,0.0
1760564056.7327623,-0.00018,-0.06,0.0,0.0,0.0
1760564062.236953,-0.00018,-0.06,0.0,0.0,0.0
1760564067.7434962,-0.00018,-0.06,0.0,0.0,0.0
1760564073.253817,-0.00018,-0.06,0.0,0.0,0.0
1760564078.75793,-1.0,-1.0,0.0,0.0,0.0
1760564084.2623117,-0.00018,-0.05,0.0,0.0,0.0
1760564089.7690496,-0.00018,-0.05,0.0,0.0,0.0
1760564095.273244,-0.00018,-0.05,0.0,0.0,0.0
1760564100.7772505,-0.00018,-0.05,0.0,0.0,0.0
1760564106.2849314,-0.00018,-0.05,0.0,0.0,0.0
1760564111.7891562,-0.00018,-0.05,0.0,0.0,0.0
1760564117.292789,-0.00018,-0.05,0.0,0.0,0.0
1760564122.7992017,-0.00018,-0.05,0.0,0.0,0.0
1760564128.3055801,-0.00018,-0.05,0.0,0.0,0.0
1760564133.8161824,-0.00018,-0.05,0.0,0.0,0.0
1760564139.3253753,-0.00018,-0.05,0.0,0.0,0.0
1760564144.8303308,-0.00018,-0.05,0.0,0.0,0.0
1760564150.3367496,-0.00018,-0.05,0.0,0.0,0.0
1760564155.840744,-0.00018,-0.05,0.0,0.0,0.0
1760564161.3493986,-0.00018,-0.06,0.0,0.0,0.0
1760564166.8576028,-0.00018,-0.05,0.0,0.0,0.0
1760564172.3619246,-0.00018,-0.05,0.0,0.0,0.0
1760564177.8662882,-0.00018,-0.06,0.0,0.0,0.0
1760564183.371508,-0.00018,-0.06,0.0,0.0,0.0
1760564188.8759596,-1.0,-1.0,0.0,0.0,0.0
1760564194.382115,-0.00018,-0.06,0.0,0.0,0.0
1760564199.887184,-0.00018,-0.06,0.0,0.0,0.0
1760564205.4014869,-0.00018,-0.06,0.0,0.0,0.0
1760564210.9068263,-0.00018,-0.06,0.0,0.0,0.0
1760564216.4106848,-0.00018,-0.06,0.0,0.0,0.0
1760564221.2525,-1.0,-1.0,0.0,0.0,0.0
1760564221.9232981,-1.0,-1.0,0.0,0.0,0.0
1760564227.4266849,-0.00018,-0.05,0.0,0.0,0.0
1760564232.9304438,-0.00018,-0.05,0.0,0.0,0.0
1760564238.434281,-0.00018,-0.05,0.0,0.0,0.0
1760564243.9415698,-1.0,-1.0,0.0,0.0,0.0
1760564249.451135,-0.00018,-0.05,0.0,0.0,0.0
1760564254.955555,-0.00018,-0.05,0.0,0.0,0.0
1760564260.4600492,-0.00018,-0.05,0.0,0.0,0.0
1760564265.9650161,-0.00018,-0.05,0.0,0.0,0.0
1760564271.4831214,-0.00018,-0.05,0.0,0.0,0.0
1760564276.9934363,-0.00018,-0.05,0.0,0.0,0.0
1760564282.5007508,-0.00018,-0.05,0.0,0.0,0.0
1760564288.0054934,-0.00018,-0.05,0.0,0.0,0.0
1760564293.5093937,-0.00018,-0.05,0.0,0.0,0.0
1760564299.0127914,-0.00018,-0.05,0.0,0.0,0.0
1760564304.520161,-0.00018,-0.05,0.0,0.0,0.0
1760564310.0245125,-0.00018,-0.05,0.0,0.0,0.0
